distance,herding_time,coefficients_of_horses,grazing_time,num_mares,stallion_speed,herding_start,herding_end,num_significant_timesteps,true_positives,false_positives,false_negatives,precision,recall,f1_score
1.0,300,1.0,500,6,0.5,219,519,0,0,0,301,0.0,0.0,0.0
1.0,300,1.0,500,6,1.0,113,413,4,4,0,297,1.0,0.013333333333333334,0.02631578947368421
1.0,300,1.0,500,8,0.2,352,652,0,0,0,301,0.0,0.0,0.0
1.0,300,1.0,500,8,0.5,296,596,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,1.0,500,8,1.0,383,683,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.0,300,1.0,1500,4,0.2,593,893,21,21,0,280,1.0,0.07,0.13084112149532712
1.0,300,1.0,1500,4,0.5,1495,1795,23,23,0,278,1.0,0.07666666666666666,0.14241486068111453
1.0,300,1.0,1500,4,1.0,533,833,8,8,0,293,1.0,0.02666666666666667,0.05194805194805195
1.0,300,1.0,1500,6,0.2,1332,1632,44,44,0,257,1.0,0.14666666666666667,0.2558139534883721
1.0,300,1.0,1500,6,0.5,440,740,20,20,0,281,1.0,0.06666666666666667,0.125
1.0,300,1.0,1500,6,1.0,1201,1501,20,20,0,281,1.0,0.06666666666666667,0.125
1.0,300,1.0,1500,8,0.2,509,809,30,30,0,271,1.0,0.1,0.18181818181818182
1.0,300,1.0,1500,8,0.5,766,1066,13,13,0,288,1.0,0.043333333333333335,0.08306709265175719
1.0,300,1.0,1500,8,1.0,702,1002,18,18,0,283,1.0,0.06,0.11320754716981131
1.0,300,1.0,2500,4,0.2,1435,1735,33,33,0,268,1.0,0.11,0.19819819819819817
1.0,300,1.0,2500,4,0.5,362,662,23,23,0,278,1.0,0.07666666666666666,0.14241486068111453
1.0,300,1.0,2500,4,1.0,790,1090,21,21,0,280,1.0,0.07,0.13084112149532712
1.0,300,1.0,2500,6,0.2,760,1060,50,50,0,251,1.0,0.16666666666666666,0.2857142857142857
1.0,300,1.0,2500,6,0.5,1312,1612,28,28,0,273,1.0,0.09333333333333334,0.17073170731707318
1.0,300,1.0,2500,6,1.0,1180,1480,26,26,0,275,1.0,0.08666666666666667,0.15950920245398773
1.0,300,1.0,2500,8,0.2,1232,1532,65,65,0,236,1.0,0.21666666666666667,0.3561643835616438
1.0,300,1.0,2500,8,0.5,971,1271,27,27,0,274,1.0,0.09,0.16513761467889906
1.0,300,1.0,2500,8,1.0,958,1258,29,29,0,272,1.0,0.09666666666666666,0.1762917933130699
1.5,100,0.1,500,4,0.2,396,496,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,0.1,500,4,0.5,28,128,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,0.1,500,4,1.0,253,353,9,9,0,92,1.0,0.09,0.16513761467889906
1.5,100,0.1,500,6,0.2,300,400,9,9,0,92,1.0,0.09,0.16513761467889906
1.5,100,0.1,500,6,0.5,389,489,5,5,0,96,1.0,0.05,0.09523809523809523
1.5,100,0.1,500,6,1.0,113,213,4,4,0,97,1.0,0.04,0.07692307692307693
1.5,100,0.1,500,8,0.2,245,345,13,13,0,88,1.0,0.13,0.23008849557522126
1.5,100,0.1,500,8,0.5,38,138,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,0.1,500,8,1.0,81,181,10,10,0,91,1.0,0.1,0.18181818181818182
1.5,100,0.1,1500,4,0.2,169,269,53,53,0,48,1.0,0.53,0.6928104575163399
1.5,100,0.1,1500,4,0.5,1435,1535,22,22,0,79,1.0,0.22,0.36065573770491804
1.5,100,0.1,1500,4,1.0,463,563,16,16,0,85,1.0,0.16,0.2758620689655173
1.5,100,0.1,1500,6,0.2,1484,1584,71,71,0,30,1.0,0.71,0.8304093567251462
1.5,100,0.1,1500,6,0.5,622,722,24,24,0,77,1.0,0.24,0.3870967741935484
1.5,100,0.1,1500,6,1.0,268,368,29,29,0,72,1.0,0.29,0.44961240310077516
1.5,100,0.1,1500,8,0.2,646,746,62,62,0,39,1.0,0.62,0.7654320987654321
1.5,100,0.1,1500,8,0.5,997,1097,27,27,0,74,1.0,0.27,0.4251968503937008
1.5,100,0.1,1500,8,1.0,1088,1188,26,26,0,75,1.0,0.26,0.41269841269841273
1.5,100,0.1,2500,4,0.2,264,364,75,75,0,26,1.0,0.75,0.8571428571428571
1.5,100,0.1,2500,4,0.5,2260,2360,50,50,0,51,1.0,0.5,0.6666666666666666
1.5,100,0.1,2500,4,1.0,318,418,19,19,0,82,1.0,0.19,0.319327731092437
1.5,100,0.1,2500,6,0.2,914,1014,71,70,1,31,0.9859154929577465,0.7,0.8187134502923976
1.5,100,0.1,2500,6,0.5,1999,2099,34,34,0,67,1.0,0.34,0.5074626865671642
1.5,100,0.1,2500,6,1.0,486,586,34,34,0,67,1.0,0.34,0.5074626865671642
1.5,100,0.1,2500,8,0.2,178,278,93,93,0,8,1.0,0.93,0.9637305699481865
1.5,100,0.1,2500,8,0.5,600,700,51,51,0,50,1.0,0.51,0.6754966887417219
1.5,100,0.1,2500,8,1.0,598,698,32,32,0,69,1.0,0.32,0.48484848484848486
1.5,100,0.5,500,4,0.2,472,572,18,18,0,83,1.0,0.18,0.3050847457627119
1.5,100,0.5,500,4,0.5,154,254,9,9,0,92,1.0,0.09,0.16513761467889906
1.5,100,0.5,500,4,1.0,418,518,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,0.5,500,6,0.2,402,502,20,20,0,81,1.0,0.2,0.33333333333333337
1.5,100,0.5,500,6,0.5,176,276,5,5,0,96,1.0,0.05,0.09523809523809523
1.5,100,0.5,500,6,1.0,252,352,5,5,0,96,1.0,0.05,0.09523809523809523
1.5,100,0.5,500,8,0.2,424,524,30,30,0,71,1.0,0.3,0.4615384615384615
1.5,100,0.5,500,8,0.5,304,404,9,9,0,92,1.0,0.09,0.16513761467889906
1.5,100,0.5,500,8,1.0,279,379,4,4,0,97,1.0,0.04,0.07692307692307693
1.5,100,0.5,1500,4,0.2,330,430,52,52,0,49,1.0,0.52,0.6842105263157895
1.5,100,0.5,1500,4,0.5,371,471,26,26,0,75,1.0,0.26,0.41269841269841273
1.5,100,0.5,1500,4,1.0,764,864,13,13,0,88,1.0,0.13,0.23008849557522126
1.5,100,0.5,1500,6,0.2,531,631,53,52,1,49,0.9811320754716981,0.52,0.6797385620915032
1.5,100,0.5,1500,6,0.5,804,904,36,36,0,65,1.0,0.36,0.5294117647058824
1.5,100,0.5,1500,6,1.0,288,388,22,22,0,79,1.0,0.22,0.36065573770491804
1.5,100,0.5,1500,8,0.2,1092,1192,64,64,0,37,1.0,0.64,0.7804878048780487
1.5,100,0.5,1500,8,0.5,238,338,31,31,0,70,1.0,0.31,0.47328244274809156
1.5,100,0.5,1500,8,1.0,689,789,25,25,0,76,1.0,0.25,0.4
1.5,100,0.5,2500,4,0.2,2211,2311,80,80,0,21,1.0,0.8,0.888888888888889
1.5,100,0.5,2500,4,0.5,1503,1603,33,33,0,68,1.0,0.33,0.49624060150375937
1.5,100,0.5,2500,4,1.0,682,782,30,30,0,71,1.0,0.3,0.4615384615384615
1.5,100,0.5,2500,6,0.2,751,851,73,73,0,28,1.0,0.73,0.8439306358381503
1.5,100,0.5,2500,6,0.5,27,127,64,64,0,37,1.0,0.64,0.7804878048780487
1.5,100,0.5,2500,6,1.0,2350,2450,34,34,0,67,1.0,0.34,0.5074626865671642
1.5,100,0.5,2500,8,0.2,1723,1823,81,81,0,20,1.0,0.81,0.8950276243093923
1.5,100,0.5,2500,8,0.5,2010,2110,52,52,0,49,1.0,0.52,0.6842105263157895
1.5,100,0.5,2500,8,1.0,440,540,35,35,0,66,1.0,0.35,0.5185185185185185
1.5,100,1.0,500,4,0.2,15,115,10,10,0,91,1.0,0.1,0.18181818181818182
1.5,100,1.0,500,4,0.5,37,137,10,10,0,91,1.0,0.1,0.18181818181818182
1.5,100,1.0,500,4,1.0,114,214,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,1.0,500,6,0.2,166,266,8,8,0,93,1.0,0.08,0.14814814814814814
1.5,100,1.0,500,6,0.5,489,589,17,17,0,84,1.0,0.17,0.2905982905982906
1.5,100,1.0,500,6,1.0,384,484,7,7,0,94,1.0,0.07,0.13084112149532712
1.5,100,1.0,500,8,0.2,133,233,15,15,0,86,1.0,0.15,0.2608695652173913
1.5,100,1.0,500,8,0.5,13,113,13,13,0,88,1.0,0.13,0.23008849557522126
1.5,100,1.0,500,8,1.0,75,175,9,9,0,92,1.0,0.09,0.16513761467889906
1.5,100,1.0,1500,4,0.2,633,733,23,23,0,78,1.0,0.23,0.3739837398373984
1.5,100,1.0,1500,4,0.5,969,1069,27,27,0,74,1.0,0.27,0.4251968503937008
1.5,100,1.0,1500,4,1.0,45,145,31,31,0,70,1.0,0.31,0.47328244274809156
1.5,100,1.0,1500,6,0.2,1237,1337,52,52,0,49,1.0,0.52,0.6842105263157895
1.5,100,1.0,1500,6,0.5,890,990,26,26,0,75,1.0,0.26,0.41269841269841273
1.5,100,1.0,1500,6,1.0,1044,1144,21,21,0,80,1.0,0.21,0.34710743801652894
1.5,100,1.0,1500,8,0.2,1201,1301,58,57,1,44,0.9827586206896551,0.57,0.721518987341772
1.5,100,1.0,1500,8,0.5,289,389,37,37,0,64,1.0,0.37,0.5401459854014599
1.5,100,1.0,1500,8,1.0,262,362,29,29,0,72,1.0,0.29,0.44961240310077516
1.5,100,1.0,2500,4,0.2,533,633,61,60,1,41,0.9836065573770492,0.6,0.7453416149068324
1.5,100,1.0,2500,4,0.5,378,478,36,36,0,65,1.0,0.36,0.5294117647058824
1.5,100,1.0,2500,4,1.0,1213,1313,23,23,0,78,1.0,0.23,0.3739837398373984
1.5,100,1.0,2500,6,0.2,991,1091,64,64,0,37,1.0,0.64,0.7804878048780487
1.5,100,1.0,2500,6,0.5,1752,1852,38,38,0,63,1.0,0.38,0.5507246376811594
1.5,100,1.0,2500,6,1.0,1828,1928,25,25,0,76,1.0,0.25,0.4
1.5,100,1.0,2500,8,0.2,1576,1676,77,77,0,24,1.0,0.77,0.8700564971751412
1.5,100,1.0,2500,8,0.5,21,121,72,72,0,29,1.0,0.72,0.8372093023255813
1.5,100,1.0,2500,8,1.0,2242,2342,51,51,0,50,1.0,0.51,0.6754966887417219
1.5,200,0.1,500,4,0.2,441,641,3,3,0,198,1.0,0.015,0.02955665024630542
1.5,200,0.1,500,4,0.5,418,618,4,4,0,197,1.0,0.02,0.0392156862745098
1.5,200,0.1,500,4,1.0,156,356,4,4,0,197,1.0,0.02,0.0392156862745098
1.5,200,0.1,500,6,0.2,422,622,5,5,0,196,1.0,0.025,0.04878048780487806
1.5,200,0.1,500,6,0.5,188,388,3,3,0,198,1.0,0.015,0.02955665024630542
1.5,200,0.1,500,6,1.0,428,628,6,6,0,195,1.0,0.03,0.058252427184466014
1.5,200,0.1,500,8,0.2,139,339,8,8,0,193,1.0,0.04,0.07692307692307693
1.5,200,0.1,500,8,0.5,42,242,4,4,0,197,1.0,0.02,0.0392156862745098
1.5,200,0.1,500,8,1.0,341,541,9,9,0,192,1.0,0.045,0.0861244019138756
1.5,200,0.1,1500,4,0.2,79,279,50,50,0,151,1.0,0.25,0.4
1.5,200,0.1,1500,4,0.5,1108,1308,19,19,0,182,1.0,0.095,0.17351598173515984
1.5,200,0.1,1500,4,1.0,734,934,17,17,0,184,1.0,0.085,0.1566820276497696
1.5,200,0.1,1500,6,0.2,1200,1400,37,37,0,164,1.0,0.185,0.3122362869198312
1.5,200,0.1,1500,6,0.5,707,907,19,19,0,182,1.0,0.095,0.17351598173515984
1.5,200,0.1,1500,6,1.0,1413,1613,23,23,0,178,1.0,0.115,0.2062780269058296
1.5,200,0.1,1500,8,0.2,303,503,65,65,0,136,1.0,0.325,0.4905660377358491
1.5,200,0.1,1500,8,0.5,433,633,15,15,0,186,1.0,0.075,0.13953488372093023
1.5,200,0.1,1500,8,1.0,50,250,24,24,0,177,1.0,0.12,0.21428571428571425
1.5,200,0.1,2500,4,0.2,469,669,60,60,0,141,1.0,0.3,0.4615384615384615
1.5,200,0.1,2500,4,0.5,2132,2332,29,29,0,172,1.0,0.145,0.25327510917030566
1.5,200,0.1,2500,4,1.0,1488,1688,21,21,0,180,1.0,0.105,0.19004524886877827
1.5,200,0.1,2500,6,0.2,348,548,63,63,0,138,1.0,0.315,0.47908745247148293
1.5,200,0.1,2500,6,0.5,2041,2241,38,38,0,163,1.0,0.19,0.319327731092437
1.5,200,0.1,2500,6,1.0,797,997,28,28,0,173,1.0,0.14,0.24561403508771928
1.5,200,0.1,2500,8,0.2,1698,1898,105,105,0,96,1.0,0.525,0.6885245901639345
1.5,200,0.1,2500,8,0.5,1087,1287,47,47,0,154,1.0,0.235,0.38056680161943324
1.5,200,0.1,2500,8,1.0,1573,1773,30,30,0,171,1.0,0.15,0.2608695652173913
1.5,200,0.5,500,4,0.2,9,209,2,2,0,199,1.0,0.01,0.019801980198019802
1.5,200,0.5,500,4,0.5,9,209,6,6,0,195,1.0,0.03,0.058252427184466014
1.5,200,0.5,500,4,1.0,319,519,6,6,0,195,1.0,0.03,0.058252427184466014
1.5,200,0.5,500,6,0.2,169,369,6,6,0,195,1.0,0.03,0.058252427184466014
1.5,200,0.5,500,6,0.5,466,666,3,3,0,198,1.0,0.015,0.02955665024630542
1.5,200,0.5,500,6,1.0,341,541,5,5,0,196,1.0,0.025,0.04878048780487806
1.5,200,0.5,500,8,0.2,44,244,4,4,0,197,1.0,0.02,0.0392156862745098
1.5,200,0.5,500,8,0.5,43,243,2,2,0,199,1.0,0.01,0.019801980198019802
1.5,200,0.5,500,8,1.0,157,357,8,8,0,193,1.0,0.04,0.07692307692307693
1.5,200,0.5,1500,4,0.2,121,321,53,53,0,148,1.0,0.265,0.41897233201581024
1.5,200,0.5,1500,4,0.5,1493,1693,28,28,0,173,1.0,0.14,0.24561403508771928
1.5,200,0.5,1500,4,1.0,278,478,18,18,0,183,1.0,0.09,0.16513761467889906
1.5,200,0.5,1500,6,0.2,227,427,55,55,0,146,1.0,0.275,0.4313725490196079
1.5,200,0.5,1500,6,0.5,1003,1203,23,23,0,178,1.0,0.115,0.2062780269058296
1.5,200,0.5,1500,6,1.0,311,511,22,22,0,179,1.0,0.11,0.19819819819819817
1.5,200,0.5,1500,8,0.2,296,496,64,64,0,137,1.0,0.32,0.48484848484848486
1.5,200,0.5,1500,8,0.5,1392,1592,28,28,0,173,1.0,0.14,0.24561403508771928
1.5,200,0.5,1500,8,1.0,1494,1694,25,25,0,176,1.0,0.125,0.2222222222222222
1.5,200,0.5,2500,4,0.2,135,335,73,73,0,128,1.0,0.365,0.5347985347985348
1.5,200,0.5,2500,4,0.5,1411,1611,22,22,0,179,1.0,0.11,0.19819819819819817
1.5,200,0.5,2500,4,1.0,1855,2055,23,23,0,178,1.0,0.115,0.2062780269058296
1.5,200,0.5,2500,6,0.2,1985,2185,75,75,0,126,1.0,0.375,0.5454545454545454
1.5,200,0.5,2500,6,0.5,1456,1656,34,34,0,167,1.0,0.17,0.2905982905982906
1.5,200,0.5,2500,6,1.0,2289,2489,27,27,0,174,1.0,0.135,0.2378854625550661
1.5,200,0.5,2500,8,0.2,741,941,85,85,0,116,1.0,0.425,0.5964912280701754
1.5,200,0.5,2500,8,0.5,2389,2589,71,71,0,130,1.0,0.355,0.5239852398523985
1.5,200,0.5,2500,8,1.0,1738,1938,37,37,0,164,1.0,0.185,0.3122362869198312
1.5,200,1.0,500,4,0.2,44,244,3,3,0,198,1.0,0.015,0.02955665024630542
1.5,200,1.0,500,4,0.5,226,426,6,6,0,195,1.0,0.03,0.058252427184466014
1.5,200,1.0,500,4,1.0,92,292,3,3,0,198,1.0,0.015,0.02955665024630542
1.5,200,1.0,500,6,0.2,449,649,4,4,0,197,1.0,0.02,0.0392156862745098
1.5,200,1.0,500,6,0.5,344,544,0,0,0,201,0.0,0.0,0.0
1.5,200,1.0,500,6,1.0,355,555,1,1,0,200,1.0,0.005,0.009950248756218907
1.5,200,1.0,500,8,0.2,221,421,3,3,0,198,1.0,0.015,0.02955665024630542
1.5,200,1.0,500,8,0.5,439,639,4,4,0,197,1.0,0.02,0.0392156862745098
1.5,200,1.0,500,8,1.0,375,575,1,1,0,200,1.0,0.005,0.009950248756218907
1.5,200,1.0,1500,4,0.2,828,1028,24,24,0,177,1.0,0.12,0.21428571428571425
1.5,200,1.0,1500,4,0.5,575,775,18,18,0,183,1.0,0.09,0.16513761467889906
1.5,200,1.0,1500,4,1.0,337,537,16,16,0,185,1.0,0.08,0.14814814814814814
1.5,200,1.0,1500,6,0.2,930,1130,38,38,0,163,1.0,0.19,0.319327731092437
1.5,200,1.0,1500,6,0.5,677,877,23,23,0,178,1.0,0.115,0.2062780269058296
1.5,200,1.0,1500,6,1.0,176,376,19,19,0,182,1.0,0.095,0.17351598173515984
1.5,200,1.0,1500,8,0.2,503,703,53,53,0,148,1.0,0.265,0.41897233201581024
1.5,200,1.0,1500,8,0.5,935,1135,26,26,0,175,1.0,0.13,0.23008849557522126
1.5,200,1.0,1500,8,1.0,600,800,22,22,0,179,1.0,0.11,0.19819819819819817
1.5,200,1.0,2500,4,0.2,2466,2666,76,76,0,125,1.0,0.38,0.5507246376811594
1.5,200,1.0,2500,4,0.5,1122,1322,31,31,0,170,1.0,0.155,0.2683982683982684
1.5,200,1.0,2500,4,1.0,906,1106,23,23,0,178,1.0,0.115,0.2062780269058296
1.5,200,1.0,2500,6,0.2,1808,2008,69,69,0,132,1.0,0.345,0.5130111524163569
1.5,200,1.0,2500,6,0.5,2293,2493,52,52,0,149,1.0,0.26,0.41269841269841273
1.5,200,1.0,2500,6,1.0,979,1179,27,27,0,174,1.0,0.135,0.2378854625550661
1.5,200,1.0,2500,8,0.2,648,848,107,107,0,94,1.0,0.535,0.6970684039087948
1.5,200,1.0,2500,8,0.5,1834,2034,38,38,0,163,1.0,0.19,0.319327731092437
1.5,200,1.0,2500,8,1.0,1308,1508,32,32,0,169,1.0,0.16,0.2758620689655173
1.5,300,0.1,500,4,0.2,278,578,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.5,300,0.1,500,4,0.5,330,630,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.5,300,0.1,500,4,1.0,52,352,4,4,0,297,1.0,0.013333333333333334,0.02631578947368421
1.5,300,0.1,500,6,0.2,197,497,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.5,300,0.1,500,6,0.5,458,758,2,2,0,299,1.0,0.006666666666666667,0.013245033112582783
1.5,300,0.1,500,6,1.0,94,394,2,2,0,299,1.0,0.006666666666666667,0.013245033112582783
1.5,300,0.1,500,8,0.2,122,422,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.5,300,0.1,500,8,0.5,414,714,4,4,0,297,1.0,0.013333333333333334,0.02631578947368421
1.5,300,0.1,500,8,1.0,152,452,2,2,0,299,1.0,0.006666666666666667,0.013245033112582783
1.5,300,0.1,1500,4,0.2,1265,1565,30,30,0,271,1.0,0.1,0.18181818181818182
1.5,300,0.1,1500,4,0.5,767,1067,19,19,0,282,1.0,0.06333333333333334,0.11912225705329156
1.5,300,0.1,1500,4,1.0,416,716,13,13,0,288,1.0,0.043333333333333335,0.08306709265175719
1.5,300,0.1,1500,6,0.2,1102,1402,25,25,0,276,1.0,0.08333333333333333,0.15384615384615385
1.5,300,0.1,1500,6,0.5,119,419,18,18,0,283,1.0,0.06,0.11320754716981131
1.5,300,0.1,1500,6,1.0,1465,1765,24,24,0,277,1.0,0.08,0.14814814814814814
1.5,300,0.1,1500,8,0.2,352,652,31,31,0,270,1.0,0.10333333333333333,0.18731117824773413
1.5,300,0.1,1500,8,0.5,300,600,20,20,0,281,1.0,0.06666666666666667,0.125
1.5,300,0.1,1500,8,1.0,750,1050,21,21,0,280,1.0,0.07,0.13084112149532712
1.5,300,0.1,2500,4,0.2,170,470,71,71,0,230,1.0,0.23666666666666666,0.38274932614555257
1.5,300,0.1,2500,4,0.5,814,1114,23,23,0,278,1.0,0.07666666666666666,0.14241486068111453
1.5,300,0.1,2500,4,1.0,174,474,22,22,0,279,1.0,0.07333333333333333,0.13664596273291926
1.5,300,0.1,2500,6,0.2,1816,2116,62,62,0,239,1.0,0.20666666666666667,0.3425414364640884
1.5,300,0.1,2500,6,0.5,92,392,47,47,0,254,1.0,0.15666666666666668,0.27089337175792505
1.5,300,0.1,2500,6,1.0,2032,2332,26,26,0,275,1.0,0.08666666666666667,0.15950920245398773
1.5,300,0.1,2500,8,0.2,1305,1605,68,68,0,233,1.0,0.22666666666666666,0.3695652173913044
1.5,300,0.1,2500,8,0.5,1547,1847,33,33,0,268,1.0,0.11,0.19819819819819817
1.5,300,0.1,2500,8,1.0,651,951,28,28,0,273,1.0,0.09333333333333334,0.17073170731707318
1.5,300,0.5,500,4,0.2,268,568,2,2,0,299,1.0,0.006666666666666667,0.013245033112582783
1.5,300,0.5,500,4,0.5,288,588,3,3,0,298,1.0,0.01,0.019801980198019802
1.5,300,0.5,500,4,1.0,239,539,0,0,0,301,0.0,0.0,0.0
1.5,300,0.5,500,6,0.2,79,379,0,0,0,301,0.0,0.0,0.0
1.5,300,0.5,500,6,0.5,152,452,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.5,300,0.5,500,6,1.0,310,610,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.5,300,0.5,500,8,0.2,203,503,0,0,0,301,0.0,0.0,0.0
1.5,300,0.5,500,8,0.5,151,451,1,1,0,300,1.0,0.0033333333333333335,0.006644518272425249
1.5,300,0.5,500,8,1.0,370,670,0,0,0,301,0.0,0.0,0.0
1.5,300,0.5,1500,4,0.2,1273,1573,27,27,0,274,1.0,0.09,0.16513761467889906
1.5,300,0.5,1500,4,0.5,880,1180,21,21,0,280,1.0,0.07,0.13084112149532712
1.5,300,0.5,1500,4,1.0,897,1197,15,15,0,286,1.0,0.05,0.09523809523809523
1.5,300,0.5,1500,6,0.2,6,306,58,58,0,243,1.0,0.19333333333333333,0.3240223463687151
1.5,300,0.5,1500,6,0.5,250,550,26,26,0,275,1.0,0.08666666666666667,0.15950920245398773
1.5,300,0.5,1500,6,1.0,269,569,18,18,0,283,1.0,0.06,0.11320754716981131
1.5,300,0.5,1500,8,0.2,818,1118,21,21,0,280,1.0,0.07,0.13084112149532712
1.5,300,0.5,1500,8,0.5,660,960,15,15,0,286,1.0,0.05,0.09523809523809523
1.5,300,0.5,1500,8,1.0,1064,1364,21,21,0,280,1.0,0.07,0.13084112149532712
1.5,300,0.5,2500,4,0.2,473,773,46,46,0,255,1.0,0.15333333333333332,0.2658959537572254
1.5,300,0.5,2500,4,0.5,814,1114,25,25,0,276,1.0,0.08333333333333333,0.15384615384615385
1.5,300,0.5,2500,4,1.0,1633,1933,20,20,0,281,1.0,0.06666666666666667,0.125
1.5,300,0.5,2500,6,0.2,1917,2217,63,63,0,238,1.0,0.21,0.34710743801652894
1.5,300,0.5,2500,6,0.5,2150,2450,26,26,0,275,1.0,0.08666666666666667,0.15950920245398773
1.5,300,0.5,2500,6,1.0,569,869,26,26,0,275,1.0,0.08666666666666667,0.15950920245398773
1.5,300,0.5,2500,8,0.2,2197,2497,73,73,0,228,1.0,0.24333333333333335,0.3914209115281501
